National_Forest,Year,Quarter,Product,Species,Sold_Volume_MBF,Sold_Volume_CCF,Sold_Value,Sold_per_MBF,Sold_per_CCF,Cut_Volume_MBF,Cut_Volume_CCF,Cut_Value
Willamette,2012.00,3.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,21.17,36.02,293.26
Willamette,2012.00,3.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8176.96
Willamette,2012.00,3.00,Sawtimber,Shasta Red Fir,0.00,0.00,0.00,0.00,0.00,5.64,10.85,117.99
Willamette,2012.00,3.00,Sawtimber,Sugar Pine,0.00,0.00,0.00,0.00,0.00,3.97,6.16,22.04
Willamette,2012.00,3.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,263.22,502.09,5998.29
Willamette,2012.00,3.00,Sawtimber,Western White Pine,0.00,0.00,0.00,0.00,0.00,4.47,8.31,80.44
Willamette,2012.00,3.00,Sawtimber,Alaska Yellow Cedar,0.00,0.00,0.00,0.00,0.00,0.37,0.71,7.10
Willamette,2012.00,3.00,Sawtimber,Softwood Other,0.00,0.00,0.00,0.00,0.00,262.46,480.00,9902.40
Willamette,2012.00,3.00,Poles,Douglas-fir,1.00,1.80,60.00,64.52,33.33,1.87,3.60,120.00
Willamette,2012.00,3.00,Poles,Western Red Cedar,3.00,6.00,200.00,64.52,33.33,1.88,3.60,120.00
Willamette,2012.00,3.00,Posts,Western Red Cedar,2.00,3.50,90.00,49.95,25.71,1.82,3.50,70.00
Willamette,2012.00,3.00,Posts,Softwood Other,0.00,0.00,0.00,0.00,0.00,0.52,1.00,20.00
Willamette,2012.00,3.00,Fuelwood,Fuelwood,1229.00,2369.95,27250.00,22.17,11.50,1097.98,2117.50,23780.00
Willamette,2012.00,3.00,Fuelwood,Lodgepole Pine,130.00,256.00,5200.00,40.00,20.31,130.00,256.00,5200.00
Willamette,2012.00,3.00,Fuelwood,Red Alder,0.00,0.00,0.00,0.00,0.00,3.00,6.00,46.92
Willamette,2012.00,3.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,70.87,124.80,62.41
Willamette,2012.00,3.00,Non-saw,Incense Cedar,0.00,0.00,0.00,0.00,0.00,1.17,1.92,0.98
Willamette,2012.00,3.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,24.02,45.73,239.92
Colville,2012.00,3.00,Sawtimber,Douglas-fir,5166.00,9860.51,284574.32,55.09,28.86,12329.96,23633.17,1087928.21
Colville,2012.00,3.00,Sawtimber,Engelmann Spruce,0.00,0.00,0.00,0.00,0.00,0.16,0.31,43.85
Colville,2012.00,3.00,Sawtimber,Grand Fir,0.00,0.00,0.00,0.00,0.00,448.77,845.26,20968.71
Colville,2012.00,3.00,Sawtimber,Lodgepole Pine,105.00,198.48,5281.16,50.23,26.61,8826.19,16665.58,1268424.80
Colville,2012.00,3.00,Sawtimber,Ponderosa Pine,49.00,97.35,1497.24,30.26,15.38,139.51,303.73,20340.41
Colville,2012.00,3.00,Sawtimber,Western Red Cedar,672.00,1262.19,197356.03,293.63,156.36,262.23,503.78,6941.76
Colville,2012.00,3.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8999.35
Colville,2012.00,3.00,Sawtimber,Western Larch,7.00,13.00,879.97,130.17,67.69,6.76,13.00,879.97
Colville,2012.00,3.00,Sawtimber,Hardwood Other,0.00,0.00,0.00,0.00,0.00,79.22,152.30,5165.31
Colville,2012.00,3.00,Poles,Softwood Other,4.00,8.50,85.00,19.23,10.00,6.22,11.97,119.70
Colville,2012.00,3.00,Poles,Hardwood Other,2.00,3.60,30.00,16.04,8.33,0.00,0.00,0.00
Colville,2012.00,3.00,Fuelwood,Fuelwood,3548.00,6822.95,40135.00,11.31,5.88,3856.90,7417.10,43690.00
Colville,2012.00,3.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,722.63,1280.63,320.45
Colville,2012.00,3.00,Non-saw,Engelmann Spruce,0.00,0.00,0.00,0.00,0.00,94.25,174.15,144.55
Colville,2012.00,3.00,Non-saw,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,115.94,231.87,7632.14
Colville,2012.00,3.00,Non-saw,Miscellaneous,0.00,0.00,0.00,0.00,0.00,1716.36,3300.27,445.13
Colville,2012.00,3.00,Non-saw,Western Larch,0.00,0.00,0.00,0.00,0.00,10.40,20.00,10.00
Colville,2012.00,3.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,460.70,889.97,222.15
Colville,2012.00,3.00,Non-saw,Hardwood Other,0.00,0.00,0.00,0.00,0.00,88.61,170.40,42.60
Columbia River Gorge,2012.00,3.00,Sawtimber,Douglas-fir,138.00,265.20,13008.82,94.34,49.05,115.81,222.70,11258.82
Deschutes,2012.00,4.00,Sawtimber,Douglas-fir,10.00,18.97,18.97,1.96,1.00,903.82,1645.04,74119.38
Deschutes,2012.00,4.00,Sawtimber,Incense Cedar,44.00,112.65,112.65,2.53,1.00,9.43,22.00,947.54
Deschutes,2012.00,4.00,Sawtimber,Lodgepole Pine,5187.00,10249.30,280487.80,54.08,27.37,8961.64,17836.02,773303.58
Deschutes,2012.00,4.00,Sawtimber,Ponderosa Pine,19577.00,36456.49,2284732.77,116.70,62.67,15212.61,27402.23,1743132.80
Deschutes,2012.00,4.00,Sawtimber,White Fir,6815.00,12665.42,846127.14,124.15,66.81,5224.52,9736.01,483043.78
Deschutes,2012.00,4.00,Poles,Lodgepole Pine,172.00,313.07,3813.13,22.14,12.18,162.30,295.09,3428.58
Deschutes,2012.00,4.00,Poles,Softwood Other,12.00,22.60,565.00,45.45,25.00,13.75,25.00,625.00
Deschutes,2012.00,4.00,Fuelwood,Fuelwood,5021.00,9656.87,113640.00,22.63,11.77,5576.28,10723.61,126235.00
Deschutes,2012.00,4.00,Fuelwood,Lodgepole Pine,523.00,1006.40,37145.39,70.98,36.91,458.50,881.71,26242.26
Deschutes,2012.00,4.00,Fuelwood,Softwood Other,159.00,306.00,26855.26,168.78,87.76,13.26,25.50,2105.26
Deschutes,2012.00,4.00,Non-saw,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,1019.04,1991.25,11397.05
Deschutes,2012.00,4.00,Non-saw,Ponderosa Pine,10.00,20.00,100.00,9.62,5.00,10.40,20.00,100.00
Deschutes,2012.00,4.00,Non-saw,Softwood Other,286.00,550.00,1100.00,3.85,2.00,5049.34,10725.37,3649.82
Fremont-Winema,2012.00,4.00,Sawtimber,Douglas-fir,508.00,946.14,49510.92,97.54,52.33,3.56,6.07,162.18
Fremont-Winema,2012.00,4.00,Sawtimber,Lodgepole Pine,8013.00,15714.33,412817.53,51.52,26.27,7532.84,14891.79,609128.68
Fremont-Winema,2012.00,4.00,Sawtimber,Ponderosa Pine,17468.00,35307.75,1042720.36,59.69,29.53,13012.63,26489.29,216434.43
Fremont-Winema,2012.00,4.00,Sawtimber,White Fir,21080.00,41703.65,2371177.25,112.48,56.86,5252.47,11214.82,371806.47
Fremont-Winema,2012.00,4.00,Poles,Lodgepole Pine,123.00,235.76,1193.33,9.74,5.06,161.57,310.73,1586.55
Fremont-Winema,2012.00,4.00,Posts,Juniper,317.00,610.00,100.00,0.32,0.16,421.98,811.50,126.00
Fremont-Winema,2012.00,4.00,Posts,Lodgepole Pine,363.00,699.00,2796.00,7.69,4.00,462.22,888.88,3555.50
Fremont-Winema,2012.00,4.00,Fuelwood,Fuelwood,6478.00,12458.50,62807.50,9.69,5.04,7343.18,14121.50,71372.50
Fremont-Winema,2012.00,4.00,Non-saw,Lodgepole Pine,6.00,11.00,110.00,19.23,10.00,1653.68,3238.00,1769.80
Fremont-Winema,2012.00,4.00,Non-saw,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,30.73,60.00,102.00
Fremont-Winema,2012.00,4.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,1032.23,2151.24,972.64
Gifford Pinchot,2012.00,4.00,Sawtimber,Douglas-fir,25047.00,48248.91,3046912.44,121.65,63.15,7249.41,13828.04,756463.49
Gifford Pinchot,2012.00,4.00,Sawtimber,Western Hemlock,2353.00,5068.00,208700.24,88.69,41.18,9.57,18.00,54.00
Gifford Pinchot,2012.00,4.00,Poles,Softwood Other,4.00,7.65,255.00,64.39,33.33,3.83,7.35,245.00
Gifford Pinchot,2012.00,4.00,Posts,Western Red Cedar,3.00,5.75,230.00,76.92,40.00,1.30,2.50,100.00
Gifford Pinchot,2012.00,4.00,Posts,Softwood Other,0.00,0.00,0.00,0.00,0.00,1.30,2.50,100.00
Gifford Pinchot,2012.00,4.00,Fuelwood,Douglas-fir,117.00,225.15,13681.40,116.86,60.77,80.83,155.45,9442.31
Gifford Pinchot,2012.00,4.00,Fuelwood,Fuelwood,2587.00,4974.37,29261.00,11.31,5.88,2763.74,5314.88,31244.00
Gifford Pinchot,2012.00,4.00,Fuelwood,Ponderosa Pine,38.00,73.95,6229.20,162.01,84.24,38.45,73.95,6229.20
Gifford Pinchot,2012.00,4.00,Fuelwood,Pacific Yew,2.00,4.00,200.00,96.15,50.00,2.08,4.00,200.00
Malheur,2012.00,4.00,Sawtimber,Douglas-fir,4081.00,7846.80,464472.39,113.83,59.19,4870.48,9216.00,765131.81
Malheur,2012.00,4.00,Sawtimber,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,137.16,262.07,8042.08
Malheur,2012.00,4.00,Sawtimber,Ponderosa Pine,9210.00,17709.56,875301.81,95.04,49.43,7084.71,13455.44,665424.46
Malheur,2012.00,4.00,Sawtimber,Pine,980.00,1884.54,224028.00,228.55,118.88,0.00,0.00,0.00
Malheur,2012.00,4.00,Sawtimber,White Fir,3988.00,7669.05,312377.02,78.33,40.73,3508.51,6676.81,295952.36
Malheur,2012.00,4.00,Sawtimber,Western Larch,5.00,10.00,426.00,81.92,42.60,5.20,10.00,426.00
Malheur,2012.00,4.00,Poles,Juniper,0.00,0.00,0.00,0.00,0.00,1.04,2.00,20.00
Malheur,2012.00,4.00,Poles,Lodgepole Pine,83.00,158.87,1588.70,19.23,10.00,96.92,186.37,1864.00
Malheur,2012.00,4.00,Poles,Western Larch,1.00,2.00,20.00,19.23,10.00,3.12,6.00,60.00
Malheur,2012.00,4.00,Posts,Juniper,1.00,2.63,52.50,38.32,19.96,1.89,3.63,72.50
Malheur,2012.00,4.00,Posts,Lodgepole Pine,2.00,4.00,80.00,38.46,20.00,2.34,4.50,90.00
Malheur,2012.00,4.00,Posts,Western Larch,2.00,3.00,60.00,38.46,20.00,1.56,3.00,60.00
Malheur,2012.00,4.00,Fuelwood,Fuelwood,3229.00,6208.40,36520.00,11.31,5.88,3679.66,7076.25,41600.00
Malheur,2012.00,4.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,104.86,335.25,167.63
Mount Baker/Snoqualmie,2012.00,4.00,Sawtimber,Douglas-fir,939.00,1786.64,78253.81,83.33,43.80,3417.44,6117.28,159786.45
Mount Baker/Snoqualmie,2012.00,4.00,Sawtimber,Western Hemlock,879.00,1629.43,30495.68,34.69,18.72,2781.55,5160.01,44133.36
Mount Baker/Snoqualmie,2012.00,4.00,Sawtimber,Red Alder,0.00,0.00,0.00,0.00,0.00,19.07,38.23,159.80
Mount Baker/Snoqualmie,2012.00,4.00,Sawtimber,Western Red Cedar,100.00,189.92,2649.88,26.41,13.95,423.99,780.63,7822.40
Mount Baker/Snoqualmie,2012.00,4.00,Fuelwood,Fuelwood,1202.00,2313.28,27360.00,22.76,11.83,1326.02,2550.00,30070.00
Mount Hood,2012.00,4.00,Sawtimber,Douglas-fir,9707.00,19162.38,711451.62,73.29,37.13,30421.32,57454.36,3259844.90
Mount Hood,2012.00,4.00,Sawtimber,Grand Fir,2277.00,4333.18,261639.37,114.91,60.38,4540.33,8513.40,429157.70
Mount Hood,2012.00,4.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,1549.57,2877.92,161440.29
Mount Hood,2012.00,4.00,Sawtimber,Lodgepole Pine,17204.00,32784.65,425896.36,24.76,12.99,3160.86,6127.90,202398.82
Mount Hood,2012.00,4.00,Sawtimber,Noble Fir,0.00,0.00,0.00,0.00,0.00,842.99,1609.20,57699.09
Mount Hood,2012.00,4.00,Sawtimber,Ponderosa Pine,4058.00,8225.80,10667.03,2.63,1.30,33.87,65.14,2320.29
Mount Hood,2012.00,4.00,Poles,Miscellaneous,9.00,16.74,1065.78,122.64,63.67,10.30,19.80,1260.60
Mount Hood,2012.00,4.00,Posts,Miscellaneous,1.00,1.00,20.00,38.46,20.00,0.00,0.00,0.00
Mount Hood,2012.00,4.00,Posts,Western Red Cedar,5.00,8.93,357.00,76.77,39.98,0.65,1.25,50.00
Mount Hood,2012.00,4.00,Fuelwood,Fuelwood,2716.00,5222.40,61440.00,22.63,11.76,2780.63,5347.35,62870.00
Mount Hood,2012.00,4.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,1567.99,2907.00,1203.00
Ochoco,2012.00,4.00,Sawtimber,Douglas-fir,2608.00,5322.09,84847.27,32.53,15.94,4036.69,8254.93,114482.17
Ochoco,2012.00,4.00,Sawtimber,Ponderosa Pine,3098.00,6242.10,30804.87,9.94,4.94,7557.29,15442.46,74144.29
Ochoco,2012.00,4.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.20
Ochoco,2012.00,4.00,Sawtimber,White Fir,5032.00,10193.20,147569.28,29.33,14.48,4444.70,8975.71,191425.83
Ochoco,2012.00,4.00,Poles,Juniper,1.00,1.00,20.00,38.46,20.00,0.52,1.00,20.00
Ochoco,2012.00,4.00,Poles,Lodgepole Pine,5.00,9.51,190.00,38.38,19.98,5.47,10.51,210.00
Ochoco,2012.00,4.00,Fuelwood,Fuelwood,2292.00,4408.11,51860.00,22.63,11.76,2542.82,4890.05,57530.00
Ochoco,2012.00,4.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,836.40,1497.30,730.96
Olympic,2012.00,4.00,Sawtimber,Douglas-fir,7042.00,12976.53,244096.11,34.66,18.81,1857.33,3552.49,97203.94
Olympic,2012.00,4.00,Sawtimber,Western Hemlock,15681.00,29113.00,474414.30,30.25,16.30,11520.71,21187.68,844272.16
Olympic,2012.00,4.00,Sawtimber,Red Alder,4.00,7.00,1477.70,370.35,211.10,3.99,7.00,1477.70
Olympic,2012.00,4.00,Sawtimber,Sitka Spruce,5.00,9.00,749.97,160.25,83.33,4.68,9.00,749.97
Olympic,2012.00,4.00,Posts,Western Red Cedar,5.00,8.75,175.00,38.46,20.00,4.55,8.75,175.00
Olympic,2012.00,4.00,Posts,Softwood Other,1.00,1.00,20.00,38.46,20.00,0.52,1.00,20.00
Olympic,2012.00,4.00,Fuelwood,Fuelwood,1938.00,3725.55,21915.00,11.31,5.88,1935.02,3721.18,21865.00
Olympic,2012.00,4.00,Fuelwood,Softwood Other,26.00,50.15,295.00,11.31,5.88,24.31,46.75,275.00
Rogue River-Siskiyou,2012.00,4.00,Sawtimber,Douglas-fir,22932.00,41109.26,2016352.18,87.93,49.05,33352.13,62962.54,1396835.46
Rogue River-Siskiyou,2012.00,4.00,Sawtimber,Engelmann Spruce,0.00,0.00,0.00,0.00,0.00,0.28,0.45,38.45
Rogue River-Siskiyou,2012.00,4.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,2002.76,4102.03,7251.27
Rogue River-Siskiyou,2012.00,4.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-19553.53
Rogue River-Siskiyou,2012.00,4.00,Sawtimber,Shasta Red Fir,0.00,0.00,0.00,0.00,0.00,16.74,26.99,2298.57
Rogue River-Siskiyou,2012.00,4.00,Sawtimber,White Fir,7938.00,14030.21,991957.66,124.96,70.70,3236.41,5570.12,399638.89
Rogue River-Siskiyou,2012.00,4.00,Sawtimber,Western White Pine,0.00,0.00,0.00,0.00,0.00,0.07,0.11,9.61
Rogue River-Siskiyou,2012.00,4.00,Poles,Miscellaneous,5.00,9.00,300.00,64.10,33.33,5.06,9.75,325.00
Rogue River-Siskiyou,2012.00,4.00,Poles,Western Red Cedar,0.00,0.60,40.00,129.03,66.67,0.00,0.00,0.00
Rogue River-Siskiyou,2012.00,4.00,Posts,Incense Cedar,0.00,0.25,10.00,76.92,40.00,0.13,0.25,10.00
Rogue River-Siskiyou,2012.00,4.00,Posts,Miscellaneous,1.00,2.00,40.00,38.46,20.00,0.00,0.00,0.00
Rogue River-Siskiyou,2012.00,4.00,Posts,Pacific Yew,0.00,0.13,5.00,71.43,38.46,0.07,0.13,5.00
Rogue River-Siskiyou,2012.00,4.00,Fuelwood,Fuelwood,1192.00,2293.74,26985.00,22.64,11.76,1252.42,2408.48,28345.00
Rogue River-Siskiyou,2012.00,4.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,223.09,404.65,122.30
Rogue River-Siskiyou,2012.00,4.00,Non-saw,White Fir,0.00,0.00,0.00,0.00,0.00,10.51,15.36,7.46
Rogue River-Siskiyou,2012.00,4.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,359.05,672.37,336.21
Siuslaw,2012.00,4.00,Sawtimber,Douglas-fir,28215.00,51012.41,4434794.97,157.18,86.94,37424.17,73765.26,3022901.96
Siuslaw,2012.00,4.00,Sawtimber,Douglas-fir-Westside,0.00,0.00,0.00,0.00,0.00,2548.90,7148.91,89835.41
Siuslaw,2012.00,4.00,Sawtimber,Western Hemlock,10273.00,18746.78,990926.74,96.46,52.86,8338.28,16056.66,627300.47
Siuslaw,2012.00,4.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,0.73,2.05,18.46
Siuslaw,2012.00,4.00,Pulpwood,Softwood Other,0.00,0.00,0.00,0.00,0.00,1313.24,2766.09,8259.38
Siuslaw,2012.00,4.00,Fuelwood,Fuelwood,1278.00,2458.20,44730.00,35.00,18.20,1281.80,2465.00,43870.00
Umatilla,2012.00,4.00,Sawtimber,Douglas-fir,3398.00,6395.72,342428.09,100.78,53.54,5500.77,10416.74,636544.50
Umatilla,2012.00,4.00,Sawtimber,Ponderosa Pine,1339.00,2609.74,109581.70,81.81,41.99,1765.82,3416.41,37096.35
Umatilla,2012.00,4.00,Sawtimber,White Fir,8574.00,16265.91,587363.27,68.50,36.11,2761.76,5314.40,120046.53
Umatilla,2012.00,4.00,Poles,Lodgepole Pine,66.00,119.97,2399.16,36.36,20.00,51.89,94.33,1886.64
Umatilla,2012.00,4.00,Poles,Softwood Other,1.00,1.20,20.00,32.26,16.67,0.62,1.20,20.00
Umatilla,2012.00,4.00,Posts,Lodgepole Pine,4.00,7.15,190.56,50.02,26.65,3.55,6.66,177.60
Umatilla,2012.00,4.00,Fuelwood,Softwood Other,5763.00,11083.00,56205.00,9.75,5.07,5999.50,11537.50,58591.00
Umatilla,2012.00,4.00,Non-saw,White Fir,3603.00,7203.80,1800.95,0.50,0.25,3410.82,6650.45,350525.79
Umatilla,2012.00,4.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,1920.14,3691.70,688633.01
Umpqua,2012.00,4.00,Sawtimber,Douglas-fir,41245.00,71365.88,10236279.10,248.18,143.43,57754.60,108217.54,4540595.47
Umpqua,2012.00,4.00,Sawtimber,Douglas-fir-Westside,0.00,0.00,0.00,0.00,0.00,171.42,421.49,1028.52
Umpqua,2012.00,4.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,160.36,276.86,45576.33
Umpqua,2012.00,4.00,Sawtimber,Lodgepole Pine,1093.00,2214.86,2218.79,2.03,1.00,14.69,24.96,850.48
Umpqua,2012.00,4.00,Sawtimber,Mountain Hemlock,3.00,6.00,6.00,2.00,1.00,0.00,0.00,0.00
Umpqua,2012.00,4.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,304.41,517.19,16626.94
Umpqua,2012.00,4.00,Sawtimber,Pacific Silver Fir,0.00,0.00,0.00,0.00,0.00,0.17,0.29,12.06
Umpqua,2012.00,4.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-750.76
Umpqua,2012.00,4.00,Sawtimber,Shasta Red Fir,12.00,19.00,70.30,5.86,3.70,0.53,0.90,37.42
Umpqua,2012.00,4.00,Sawtimber,Sugar Pine,0.00,0.00,0.00,0.00,0.00,0.52,0.88,37.10
Umpqua,2012.00,4.00,Sawtimber,White Fir,919.00,1862.26,8408.85,9.15,4.52,628.82,1068.34,62570.97
Umpqua,2012.00,4.00,Sawtimber,Western White Pine,0.00,0.00,0.00,0.00,0.00,10.48,17.81,613.84
Umpqua,2012.00,4.00,Poles,Douglas-fir,1.00,2.40,60.00,45.45,25.00,1.32,2.40,60.00
Umpqua,2012.00,4.00,Poles,Lodgepole Pine,11.00,20.00,200.00,18.18,10.00,9.90,18.00,180.00
Umpqua,2012.00,4.00,Fuelwood,Fuelwood,478.00,920.55,10830.00,22.64,11.76,512.76,986.09,11611.00
Umpqua,2012.00,4.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,162.07,295.78,147.52
Umpqua,2012.00,4.00,Non-saw,Softwood Other,1475.00,2988.94,752.25,0.51,0.25,180.75,361.34,95.78
Wallowa-Whitman,2012.00,4.00,Sawtimber,Douglas-fir,5110.00,9979.70,376750.52,73.73,37.75,4564.27,9061.28,243911.84
Wallowa-Whitman,2012.00,4.00,Sawtimber,Engelmann Spruce,159.00,322.79,4306.02,27.02,13.34,0.00,0.00,0.00
Wallowa-Whitman,2012.00,4.00,Sawtimber,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,282.78,559.72,3052.96
Wallowa-Whitman,2012.00,4.00,Sawtimber,Ponderosa Pine,3778.00,7209.45,250920.90,66.42,34.80,4418.94,8847.74,374622.85
Wallowa-Whitman,2012.00,4.00,Sawtimber,White Fir,1383.00,2599.74,39169.84,28.32,15.07,3139.72,6412.67,84484.78
Wallowa-Whitman,2012.00,4.00,Poles,Lodgepole Pine,58.00,106.01,1590.69,27.28,15.01,71.51,130.04,1950.44
Wallowa-Whitman,2012.00,4.00,Fuelwood,Fuelwood,615.00,1182.35,6955.00,11.31,5.88,749.64,1441.60,8500.00
Wallowa-Whitman,2012.00,4.00,Fuelwood,Softwood Other,5214.00,10024.63,62550.00,12.00,6.24,6440.26,12382.39,76990.00
Wallowa-Whitman,2012.00,4.00,Non-saw,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,270.38,519.96,129.99
Wallowa-Whitman,2012.00,4.00,Non-saw,White Fir,0.00,0.00,0.00,0.00,0.00,1480.39,2798.33,78675.38
Wallowa-Whitman,2012.00,4.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,299.89,576.71,166.37
Okanogan-Wenatchee,2012.00,4.00,Sawtimber,Alpine Fir,68.00,138.91,393.12,5.75,2.83,0.00,0.00,0.00
Okanogan-Wenatchee,2012.00,4.00,Sawtimber,Douglas-fir,23786.00,45538.54,824678.84,34.67,18.11,16607.75,31434.14,1183593.62
Okanogan-Wenatchee,2012.00,4.00,Sawtimber,Engelmann Spruce,94.00,171.30,3001.18,31.82,17.52,606.48,1210.41,154688.25
Okanogan-Wenatchee,2012.00,4.00,Sawtimber,Grand Fir,2537.00,4875.51,20623.07,8.13,4.23,3411.74,6304.73,147536.70
Okanogan-Wenatchee,2012.00,4.00,Sawtimber,Western Hemlock,158.00,264.48,4274.00,27.02,16.16,0.00,0.00,0.00
Okanogan-Wenatchee,2012.00,4.00,Sawtimber,Lodgepole Pine,391.00,750.99,13059.48,33.42,17.39,10.92,21.00,478.17
Okanogan-Wenatchee,2012.00,4.00,Sawtimber,Ponderosa Pine,2981.00,5734.99,24967.11,8.38,4.35,3607.81,6895.35,122290.49
Okanogan-Wenatchee,2012.00,4.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1466.30
Okanogan-Wenatchee,2012.00,4.00,Poles,Lodgepole Pine,24.00,43.81,438.10,18.34,10.00,33.27,60.90,596.50
Okanogan-Wenatchee,2012.00,4.00,Poles,Miscellaneous,14.00,27.00,360.00,25.64,13.33,14.04,27.00,360.00
Okanogan-Wenatchee,2012.00,4.00,Poles,Softwood Other,2.00,3.00,50.00,32.05,16.67,4.46,8.58,195.00
Okanogan-Wenatchee,2012.00,4.00,Posts,Lodgepole Pine,2.00,4.13,110.00,50.00,26.63,2.98,5.60,149.20
Okanogan-Wenatchee,2012.00,4.00,Fuelwood,Douglas-fir,253.00,487.00,8770.87,34.63,18.01,253.24,487.00,8770.87
Okanogan-Wenatchee,2012.00,4.00,Fuelwood,Fuelwood,7989.00,15363.33,90372.50,11.31,5.88,8693.24,16717.80,98340.00
Okanogan-Wenatchee,2012.00,4.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,989.10,1883.39,508.35
Willamette,2012.00,4.00,Sawtimber,Douglas-fir,68854.00,125211.81,4808494.54,69.84,38.40,88083.42,162713.94,6052797.95
Willamette,2012.00,4.00,Sawtimber,Douglas-fir-Westside,0.00,0.00,0.00,0.00,0.00,696.23,1338.92,88121.84
Willamette,2012.00,4.00,Sawtimber,Grand Fir,0.00,0.00,0.00,0.00,0.00,1.61,2.81,68.65
Willamette,2012.00,4.00,Sawtimber,Western Hemlock,1867.00,2895.11,6945.91,3.72,2.40,633.09,1140.89,27318.94
Willamette,2012.00,4.00,Sawtimber,Incense Cedar,0.00,0.00,0.00,0.00,0.00,215.76,387.55,13492.28
Willamette,2012.00,4.00,Sawtimber,Mountain Hemlock,0.00,0.00,0.00,0.00,0.00,96.03,148.90,357.23
Willamette,2012.00,4.00,Sawtimber,Noble Fir,0.00,0.00,0.00,0.00,0.00,78.82,122.44,302.81
Willamette,2012.00,4.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,4.50,6.98,16.74
Willamette,2012.00,4.00,Sawtimber,Pacific Silver Fir,0.00,0.00,0.00,0.00,0.00,33.99,53.98,184.52
Willamette,2012.00,4.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,29.37,48.73,323.76
Willamette,2012.00,4.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-8176.96
Willamette,2012.00,4.00,Sawtimber,Shasta Red Fir,0.00,0.00,0.00,0.00,0.00,5.64,10.85,117.99
Willamette,2012.00,4.00,Sawtimber,Sugar Pine,0.00,0.00,0.00,0.00,0.00,7.68,11.91,35.84
Willamette,2012.00,4.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,272.63,516.68,6033.30
Willamette,2012.00,4.00,Sawtimber,Western White Pine,0.00,0.00,0.00,0.00,0.00,11.59,19.35,106.92
Willamette,2012.00,4.00,Sawtimber,Alaska Yellow Cedar,0.00,0.00,0.00,0.00,0.00,0.37,0.71,7.10
Willamette,2012.00,4.00,Sawtimber,Softwood Other,0.00,0.00,0.00,0.00,0.00,2242.88,4101.83,113253.25
Willamette,2012.00,4.00,Poles,Douglas-fir,2.00,4.50,150.00,64.38,33.33,2.18,4.20,140.00
Willamette,2012.00,4.00,Poles,Western Red Cedar,3.00,6.60,220.00,64.52,33.33,4.06,7.80,260.00
Willamette,2012.00,4.00,Posts,Western Red Cedar,2.00,3.50,90.00,49.45,25.71,2.34,4.50,110.00
Willamette,2012.00,4.00,Posts,Softwood Other,0.00,0.50,10.00,38.46,20.00,0.52,1.00,20.00
Willamette,2012.00,4.00,Fuelwood,Fuelwood,1516.00,2922.88,34125.00,22.51,11.68,1605.62,3093.73,35515.00
