National_Forest,Year,Quarter,Product,Species,Sold_Volume_MBF,Sold_Volume_CCF,Sold_Value,Sold_per_MBF,Sold_per_CCF,Cut_Volume_MBF,Cut_Volume_CCF,Cut_Value
Willamette,2012.00,4.00,Fuelwood,Lodgepole Pine,130.00,256.00,5200.00,40.00,20.31,130.00,256.00,5200.00
Willamette,2012.00,4.00,Fuelwood,Miscellaneous,9.00,17.00,200.00,22.62,11.76,8.84,17.00,200.00
Willamette,2012.00,4.00,Fuelwood,Red Alder,0.00,0.00,0.00,0.00,0.00,3.00,6.00,46.92
Willamette,2012.00,4.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,70.87,124.80,62.41
Willamette,2012.00,4.00,Non-saw,Incense Cedar,0.00,0.00,0.00,0.00,0.00,1.17,1.92,0.98
Willamette,2012.00,4.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,31.13,58.73,810.75
Colville,2012.00,4.00,Sawtimber,Alpine Fir,2147.00,4108.15,177307.75,82.60,43.16,2.16,4.15,12.45
Colville,2012.00,4.00,Sawtimber,Douglas-fir,13971.00,26668.21,1366822.12,97.83,51.25,14641.25,28041.14,1284314.73
Colville,2012.00,4.00,Sawtimber,Engelmann Spruce,169.00,323.61,0.00,0.00,0.00,0.17,0.32,44.95
Colville,2012.00,4.00,Sawtimber,Grand Fir,0.00,0.00,0.00,0.00,0.00,466.14,878.67,21068.94
Colville,2012.00,4.00,Sawtimber,Western Hemlock,126.00,255.36,0.00,0.00,0.00,0.00,0.00,0.00
Colville,2012.00,4.00,Sawtimber,Lodgepole Pine,1195.00,2373.81,148765.93,124.47,62.67,9501.62,17947.33,1375336.80
Colville,2012.00,4.00,Sawtimber,White Bark Pine,94.00,186.72,0.00,0.00,0.00,0.00,0.00,0.00
Colville,2012.00,4.00,Sawtimber,Ponderosa Pine,511.00,1026.12,7952.19,15.57,7.75,164.40,352.54,21461.91
Colville,2012.00,4.00,Sawtimber,Western Red Cedar,2341.00,4654.27,784796.44,335.24,168.62,469.86,901.95,42120.70
Colville,2012.00,4.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9042.43
Colville,2012.00,4.00,Sawtimber,Western Larch,1111.00,2126.31,879.97,0.79,0.41,13.27,25.52,917.53
Colville,2012.00,4.00,Sawtimber,Western White Pine,50.00,101.53,0.00,0.00,0.00,0.00,0.00,0.00
Colville,2012.00,4.00,Sawtimber,Hardwood Other,0.00,0.00,0.00,0.00,0.00,79.22,152.30,5165.31
Colville,2012.00,4.00,Poles,Softwood Other,12.00,23.56,235.60,19.22,10.00,6.22,11.97,119.70
Colville,2012.00,4.00,Poles,Hardwood Other,2.00,3.60,30.00,16.04,8.33,0.00,0.00,0.00
Colville,2012.00,4.00,Fuelwood,Fuelwood,5326.00,10242.50,60250.00,11.31,5.88,5408.32,10400.60,61240.00
Colville,2012.00,4.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,723.53,1282.10,321.19
Colville,2012.00,4.00,Non-saw,Engelmann Spruce,0.00,0.00,0.00,0.00,0.00,103.72,191.65,159.08
Colville,2012.00,4.00,Non-saw,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,115.94,231.87,7632.14
Colville,2012.00,4.00,Non-saw,Miscellaneous,0.00,0.00,0.00,0.00,0.00,2077.03,3993.86,618.53
Colville,2012.00,4.00,Non-saw,Western Larch,0.00,0.00,0.00,0.00,0.00,10.40,20.00,10.00
Colville,2012.00,4.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,465.25,898.73,224.34
Colville,2012.00,4.00,Non-saw,Hardwood Other,0.00,0.00,0.00,0.00,0.00,94.33,181.40,45.35
Columbia River Gorge,2012.00,4.00,Sawtimber,Douglas-fir,138.00,138.00,138.00,138.00,138.00,1327.99,2367.10,117124.49
Columbia River Gorge,2012.00,4.00,Fuelwood,Douglas-fir,138.00,265.20,13008.82,94.34,49.05,115.81,222.70,11258.82
Deschutes,2013.00,1.00,Sawtimber,Incense Cedar,0.00,0.00,0.00,0.00,0.00,19.72,46.00,1981.22
Deschutes,2013.00,1.00,Sawtimber,Lodgepole Pine,2380.00,4883.31,43363.79,18.22,8.88,1383.25,2722.03,115495.96
Deschutes,2013.00,1.00,Sawtimber,Ponderosa Pine,5.00,10.00,360.80,69.38,36.08,5965.68,10497.85,798805.76
Deschutes,2013.00,1.00,Sawtimber,Shasta Red Fir,339.00,723.45,11430.51,33.70,15.80,0.00,0.00,0.00
Deschutes,2013.00,1.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,3232.21,6037.92,392306.49
Deschutes,2013.00,1.00,Poles,Lodgepole Pine,72.00,130.20,1646.00,22.98,12.64,56.52,102.77,1248.55
Deschutes,2013.00,1.00,Poles,Softwood Other,3.00,4.80,120.00,45.45,25.00,2.20,4.00,100.00
Deschutes,2013.00,1.00,Fuelwood,Douglas-fir,7.00,12.75,541.35,81.65,42.46,6.63,12.75,541.35
Deschutes,2013.00,1.00,Fuelwood,Engelmann Spruce,2.00,3.40,96.24,54.37,28.31,1.77,3.40,96.24
Deschutes,2013.00,1.00,Fuelwood,Fuelwood,3006.00,5781.70,80640.00,26.82,13.95,1583.24,3044.70,36240.00
Deschutes,2013.00,1.00,Fuelwood,Grand Fir,3.00,5.10,144.36,54.48,28.31,2.65,5.10,144.36
Deschutes,2013.00,1.00,Fuelwood,Western Hemlock,12.00,23.80,336.84,27.21,14.15,12.38,23.80,336.84
Deschutes,2013.00,1.00,Fuelwood,Lodgepole Pine,72.00,139.40,1640.00,22.63,11.76,125.52,241.40,8783.95
Deschutes,2013.00,1.00,Fuelwood,Softwood Other,0.00,0.00,0.00,0.00,0.00,145.86,280.50,24750.00
Deschutes,2013.00,1.00,Non-saw,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,1.16,2.32,4.64
Deschutes,2013.00,1.00,Non-saw,Softwood Other,182.00,350.00,700.00,3.85,2.00,387.01,829.56,487.39
Fremont-Winema,2013.00,1.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,1.46,2.49,68.30
Fremont-Winema,2013.00,1.00,Sawtimber,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,110.61,222.71,17146.96
Fremont-Winema,2013.00,1.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,495.98,993.86,9524.62
Fremont-Winema,2013.00,1.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,1238.33,2431.98,135853.46
Fremont-Winema,2013.00,1.00,Poles,Lodgepole Pine,23.00,44.30,228.20,9.91,5.15,10.94,21.04,105.20
Fremont-Winema,2013.00,1.00,Posts,Juniper,208.00,400.00,40.00,0.19,0.10,0.00,0.00,0.00
Fremont-Winema,2013.00,1.00,Posts,Lodgepole Pine,82.00,156.75,627.00,7.69,4.00,96.20,185.00,740.00
Fremont-Winema,2013.00,1.00,Fuelwood,Fuelwood,2834.00,5450.00,27630.00,9.75,5.07,1504.88,2894.00,14705.00
Fremont-Winema,2013.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,2295.07,5228.00,3035.05
Gifford Pinchot,2013.00,1.00,Sawtimber,Douglas-fir,5828.00,10854.63,919117.50,157.70,84.68,3993.67,7554.54,191536.88
Gifford Pinchot,2013.00,1.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,178.28,335.42,1006.26
Gifford Pinchot,2013.00,1.00,Poles,Softwood Other,0.00,0.60,20.00,64.52,33.33,0.93,1.80,60.00
Gifford Pinchot,2013.00,1.00,Posts,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,1.69,3.25,130.00
Gifford Pinchot,2013.00,1.00,Fuelwood,Douglas-fir,57.00,110.50,2531.28,44.05,22.91,61.88,119.00,6195.28
Gifford Pinchot,2013.00,1.00,Fuelwood,Fuelwood,322.00,618.80,3640.00,11.31,5.88,317.10,609.79,3587.00
Malheur,2013.00,1.00,Sawtimber,Douglas-fir,1497.00,2879.00,99258.61,66.30,34.48,494.64,951.15,91917.40
Malheur,2013.00,1.00,Sawtimber,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,18.60,35.76,721.64
Malheur,2013.00,1.00,Sawtimber,Ponderosa Pine,4195.00,8067.00,236927.79,56.48,29.37,1987.47,3821.36,436023.25
Malheur,2013.00,1.00,Sawtimber,Pine,0.00,0.00,0.00,0.00,0.00,479.55,921.99,109603.04
Malheur,2013.00,1.00,Sawtimber,White Fir,614.00,1180.00,39714.14,64.72,33.66,896.28,1723.57,56034.14
Malheur,2013.00,1.00,Poles,Lodgepole Pine,30.00,57.94,579.40,19.23,10.00,6.23,11.98,119.80
Malheur,2013.00,1.00,Fuelwood,Fuelwood,1059.00,2036.60,11980.00,11.31,5.88,477.36,918.00,5395.00
Mount Baker/Snoqualmie,2013.00,1.00,Sawtimber,Douglas-fir,4222.00,7353.30,535662.47,126.87,72.85,1008.07,1839.10,31962.51
Mount Baker/Snoqualmie,2013.00,1.00,Sawtimber,Western Hemlock,1762.00,3156.82,270097.62,153.29,85.56,780.73,1453.69,10707.10
Mount Baker/Snoqualmie,2013.00,1.00,Sawtimber,Red Alder,527.00,1012.48,88567.39,168.10,87.48,0.00,0.00,0.00
Mount Baker/Snoqualmie,2013.00,1.00,Sawtimber,Western Red Cedar,69.00,136.46,10950.81,158.96,80.25,61.44,115.10,3676.70
Mount Baker/Snoqualmie,2013.00,1.00,Fuelwood,Fuelwood,304.00,584.80,6920.00,22.77,11.83,191.84,368.90,4340.00
Mount Hood,2013.00,1.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,11491.04,21875.75,995732.49
Mount Hood,2013.00,1.00,Sawtimber,Grand Fir,0.00,0.00,0.00,0.00,0.00,1101.52,2083.24,145649.61
Mount Hood,2013.00,1.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,650.29,1262.81,100009.99
Mount Hood,2013.00,1.00,Sawtimber,Noble Fir,0.00,0.00,0.00,0.00,0.00,596.37,1125.02,39195.71
Mount Hood,2013.00,1.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4934.20
Mount Hood,2013.00,1.00,Poles,Miscellaneous,0.00,0.00,0.00,0.00,0.00,1.40,2.70,171.90
Mount Hood,2013.00,1.00,Posts,Miscellaneous,0.00,0.00,0.00,0.00,0.00,0.52,1.00,20.00
Mount Hood,2013.00,1.00,Posts,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,3.99,7.68,307.00
Mount Hood,2013.00,1.00,Fuelwood,Fuelwood,671.00,1290.30,15180.00,22.63,11.76,1079.80,2076.55,24380.00
Mount Hood,2013.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,498.41,960.85,414.17
Ochoco,2013.00,1.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,458.91,956.80,26629.37
Ochoco,2013.00,1.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,315.41,638.82,6646.64
Ochoco,2013.00,1.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,1019.88,2114.62,52146.53
Ochoco,2013.00,1.00,Poles,Lodgepole Pine,4.00,7.77,155.40,38.47,20.00,5.07,9.75,195.00
Ochoco,2013.00,1.00,Posts,Lodgepole Pine,1.00,1.50,30.00,38.46,20.00,0.00,0.00,0.00
Ochoco,2013.00,1.00,Fuelwood,Fuelwood,914.00,1756.95,20670.00,22.63,11.76,447.75,861.05,10130.00
Olympic,2013.00,1.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,834.46,1696.23,26144.37
Olympic,2013.00,1.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,3094.70,5710.35,200225.76
Olympic,2013.00,1.00,Fuelwood,Fuelwood,371.00,714.00,4200.00,11.31,5.88,328.41,631.55,3715.00
Olympic,2013.00,1.00,Fuelwood,Softwood Other,7.00,13.60,80.00,11.32,5.88,8.84,17.00,100.00
Rogue River-Siskiyou,2013.00,1.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,12571.44,22912.08,1158740.28
Rogue River-Siskiyou,2013.00,1.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,185.48,371.96,464.10
Rogue River-Siskiyou,2013.00,1.00,Poles,Miscellaneous,1.00,1.05,35.00,63.64,33.33,0.31,0.60,20.00
Rogue River-Siskiyou,2013.00,1.00,Poles,Western Red Cedar,0.00,0.30,20.00,125.00,66.67,0.31,0.60,40.00
Rogue River-Siskiyou,2013.00,1.00,Posts,Miscellaneous,0.00,0.00,0.00,0.00,0.00,1.04,2.00,40.00
Rogue River-Siskiyou,2013.00,1.00,Fuelwood,Fuelwood,315.00,606.05,7130.00,22.64,11.76,128.62,247.35,2910.00
Rogue River-Siskiyou,2013.00,1.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,22.24,36.70,8.89
Siuslaw,2013.00,1.00,Sawtimber,Douglas-fir,5515.00,10608.84,617603.89,111.98,58.22,10306.71,20335.31,796679.98
Siuslaw,2013.00,1.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,1641.26,3057.74,132453.29
Siuslaw,2013.00,1.00,Pulpwood,Softwood Other,0.00,0.00,0.00,0.00,0.00,157.28,323.07,960.00
Siuslaw,2013.00,1.00,Poles,Miscellaneous,0.00,0.80,20.00,45.45,25.00,0.44,0.80,20.00
Siuslaw,2013.00,1.00,Fuelwood,Fuelwood,736.00,1416.10,27920.00,37.92,19.72,248.85,478.55,8140.00
Umatilla,2013.00,1.00,Sawtimber,Douglas-fir,1099.00,2107.47,393127.45,357.86,186.54,1012.53,1904.34,109147.36
Umatilla,2013.00,1.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,142.30,272.45,2081.70
Umatilla,2013.00,1.00,Sawtimber,White Fir,7457.00,14218.03,1068058.41,143.22,75.12,1756.36,3377.40,107815.83
Umatilla,2013.00,1.00,Poles,Lodgepole Pine,24.00,44.00,880.00,36.36,20.00,23.88,43.43,868.52
Umatilla,2013.00,1.00,Posts,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,0.26,0.49,12.96
Umatilla,2013.00,1.00,Fuelwood,Softwood Other,1859.00,3575.00,18789.00,10.11,5.26,1008.80,1940.00,10084.00
Umatilla,2013.00,1.00,Non-saw,White Fir,0.00,0.00,0.00,0.00,0.00,181.24,361.37,294.35
Umpqua,2013.00,1.00,Sawtimber,Douglas-fir,7485.00,13939.31,973624.95,130.08,69.85,10988.79,20249.74,1285203.34
Umpqua,2013.00,1.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,8.07,13.61,2274.04
Umpqua,2013.00,1.00,Sawtimber,Incense Cedar,0.00,0.00,0.00,0.00,0.00,0.05,0.08,18.06
Umpqua,2013.00,1.00,Sawtimber,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,13.30,22.60,702.41
Umpqua,2013.00,1.00,Sawtimber,Mountain Hemlock,0.00,0.00,0.00,0.00,0.00,3.00,6.00,6.00
Umpqua,2013.00,1.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,142.22,241.62,7509.55
Umpqua,2013.00,1.00,Sawtimber,Pacific Silver Fir,0.00,0.00,0.00,0.00,0.00,0.04,0.07,5.22
Umpqua,2013.00,1.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21808.81
Umpqua,2013.00,1.00,Sawtimber,Shasta Red Fir,0.00,0.00,0.00,0.00,0.00,12.00,19.00,70.30
Umpqua,2013.00,1.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,270.54,459.63,34288.39
Umpqua,2013.00,1.00,Sawtimber,Western White Pine,0.00,0.00,0.00,0.00,0.00,2.52,4.28,133.02
Umpqua,2013.00,1.00,Pulpwood,Fuelwood,9.00,17.00,20.00,2.26,1.18,0.00,0.00,0.00
Umpqua,2013.00,1.00,Poles,Lodgepole Pine,2.00,4.00,40.00,18.18,10.00,3.30,6.00,60.00
Umpqua,2013.00,1.00,Fuelwood,Fuelwood,102.00,195.50,2300.00,22.66,11.76,105.64,203.15,2390.00
Wallowa-Whitman,2013.00,1.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,1420.78,2772.20,86924.26
Wallowa-Whitman,2013.00,1.00,Sawtimber,Engelmann Spruce,0.00,0.00,0.00,0.00,0.00,168.25,340.79,4546.14
Wallowa-Whitman,2013.00,1.00,Sawtimber,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,138.67,266.67,526.84
Wallowa-Whitman,2013.00,1.00,Sawtimber,Ponderosa Pine,18.00,30.46,654.89,36.00,21.50,1449.08,2884.13,80234.61
Wallowa-Whitman,2013.00,1.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,656.34,1301.46,16183.50
Wallowa-Whitman,2013.00,1.00,Poles,Lodgepole Pine,8.00,14.85,223.11,27.34,15.02,8.21,14.93,253.82
Wallowa-Whitman,2013.00,1.00,Fuelwood,Fuelwood,150.00,288.15,1695.00,11.31,5.88,164.42,316.20,1860.00
Wallowa-Whitman,2013.00,1.00,Fuelwood,Softwood Other,1804.00,3468.56,21615.00,11.98,6.23,1722.27,3311.33,21150.00
Wallowa-Whitman,2013.00,1.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,185.90,357.50,178.75
Wallowa-Whitman,2013.00,1.00,Non-saw,White Fir,0.00,0.00,0.00,0.00,0.00,235.09,423.64,21029.74
Wallowa-Whitman,2013.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,124.69,239.78,59.95
Okanogan-Wenatchee,2013.00,1.00,Sawtimber,Douglas-fir,526.00,1003.53,36303.61,68.99,36.18,5347.00,10316.74,318140.32
Okanogan-Wenatchee,2013.00,1.00,Sawtimber,Grand Fir,0.00,0.00,0.00,0.00,0.00,809.16,1533.12,30122.00
Okanogan-Wenatchee,2013.00,1.00,Sawtimber,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,34.60,66.53,1514.89
Okanogan-Wenatchee,2013.00,1.00,Sawtimber,Ponderosa Pine,0.00,0.89,49.97,118.98,56.15,679.04,1362.54,10836.51
Okanogan-Wenatchee,2013.00,1.00,Sawtimber,Western Red Cedar,1.00,1.00,200.40,371.11,200.40,0.00,0.00,339.20
Okanogan-Wenatchee,2013.00,1.00,Poles,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,7.94,14.81,148.10
Okanogan-Wenatchee,2013.00,1.00,Poles,Miscellaneous,2.00,4.50,60.00,25.64,13.33,6.24,12.00,160.00
Okanogan-Wenatchee,2013.00,1.00,Fuelwood,Fuelwood,1428.00,2745.50,16215.05,11.36,5.91,2290.44,4404.70,25910.00
Okanogan-Wenatchee,2013.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,422.04,834.75,209.89
Willamette,2013.00,1.00,Sawtimber,Douglas-fir,1808.00,3509.26,154330.60,85.34,43.98,25151.41,47028.60,1229275.95
Willamette,2013.00,1.00,Sawtimber,Grand Fir,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1.46
Willamette,2013.00,1.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,209.93,404.85,6531.49
Willamette,2013.00,1.00,Sawtimber,Incense Cedar,0.00,0.00,0.00,0.00,0.00,2.51,4.30,228.37
Willamette,2013.00,1.00,Sawtimber,Mountain Hemlock,0.00,0.00,0.00,0.00,0.00,4.03,6.25,14.99
Willamette,2013.00,1.00,Sawtimber,Noble Fir,0.00,0.00,0.00,0.00,0.00,2.56,3.97,9.52
Willamette,2013.00,1.00,Sawtimber,Pacific Silver Fir,0.00,0.00,0.00,0.00,0.00,2.09,3.24,7.77
Willamette,2013.00,1.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,24.12,45.48,421.82
Willamette,2013.00,1.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1842.49
Willamette,2013.00,1.00,Sawtimber,Sugar Pine,0.00,0.00,0.00,0.00,0.00,2.19,3.40,8.15
Willamette,2013.00,1.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,1.66,3.11,97.64
Willamette,2013.00,1.00,Sawtimber,Softwood Other,0.00,0.00,0.00,0.00,0.00,2375.16,4343.75,280953.75
Willamette,2013.00,1.00,Poles,Douglas-fir,2.00,3.60,100.00,53.76,27.78,2.03,3.90,130.00
Willamette,2013.00,1.00,Poles,Western Red Cedar,0.00,0.60,20.00,64.52,33.33,0.31,0.60,20.00
Willamette,2013.00,1.00,Posts,Softwood Other,1.00,2.25,45.00,38.46,20.00,0.91,1.75,35.00
Willamette,2013.00,1.00,Fuelwood,Fuelwood,281.00,541.46,6590.00,23.42,12.17,267.19,513.83,6395.00
Willamette,2013.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,109.70,212.44,5437.73
Colville,2013.00,1.00,Sawtimber,Douglas-fir,937.00,1801.53,177117.71,189.02,98.32,1527.92,2917.18,147239.97
Colville,2013.00,1.00,Sawtimber,Grand Fir,0.00,0.00,0.00,0.00,0.00,22.78,43.58,6026.24
Colville,2013.00,1.00,Sawtimber,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,633.30,1202.95,104150.69
Colville,2013.00,1.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,38.66,75.03,3281.72
Colville,2013.00,1.00,Sawtimber,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,171.85,327.63,37514.55
Colville,2013.00,1.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-2920.09
Colville,2013.00,1.00,Poles,Softwood Other,0.00,0.00,0.00,0.00,0.00,11.22,21.56,215.60
Colville,2013.00,1.00,Poles,Hardwood Other,0.00,0.00,0.00,0.00,0.00,1.87,3.60,30.00
Colville,2013.00,1.00,Fuelwood,Fuelwood,866.00,1665.15,9795.00,11.31,5.88,1847.12,3552.15,20895.00
Colville,2013.00,1.00,Non-saw,Douglas-fir,0.00,0.00,0.00,0.00,0.00,1.35,2.50,0.63
Colville,2013.00,1.00,Non-saw,Engelmann Spruce,0.00,0.00,0.00,0.00,0.00,10.63,19.65,16.31
Colville,2013.00,1.00,Non-saw,Western Larch,0.00,0.00,0.00,0.00,0.00,21.06,40.50,20.25
Colville,2013.00,1.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,40.56,78.00,39.00
Deschutes,2013.00,2.00,Sawtimber,Incense Cedar,0.00,0.00,0.00,0.00,0.00,19.72,46.00,1981.22
Deschutes,2013.00,2.00,Sawtimber,Lodgepole Pine,2380.00,4883.31,43363.79,18.22,8.88,3608.26,7263.49,229617.32
Deschutes,2013.00,2.00,Sawtimber,Ponderosa Pine,5.00,10.00,360.80,69.38,36.08,11097.06,21018.32,1127139.60
Deschutes,2013.00,2.00,Sawtimber,Specified Road Charges,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-876.00
Deschutes,2013.00,2.00,Sawtimber,Shasta Red Fir,339.00,723.45,11430.51,33.70,15.80,20.81,44.39,1269.55
Deschutes,2013.00,2.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,4807.29,9010.40,578000.15
Deschutes,2013.00,2.00,Poles,Lodgepole Pine,3.00,169.40,1994.00,21.40,11.77,56.52,102.77,1248.55
Deschutes,2013.00,2.00,Poles,Softwood Other,3.00,4.80,120.00,45.45,25.00,2.20,4.00,100.00
Deschutes,2013.00,2.00,Fuelwood,Douglas-fir,7.00,12.75,541.35,81.65,42.46,6.63,12.75,541.35
Deschutes,2013.00,2.00,Fuelwood,Engelmann Spruce,2.00,3.40,96.24,54.37,28.31,1.77,3.40,96.24
Deschutes,2013.00,2.00,Fuelwood,Fuelwood,3180.00,6116.18,84575.00,26.59,13.83,1583.24,3044.70,36240.00
Deschutes,2013.00,2.00,Fuelwood,Grand Fir,3.00,5.10,144.36,54.48,28.31,2.65,5.10,144.36
Deschutes,2013.00,2.00,Fuelwood,Western Hemlock,12.00,23.80,336.84,27.21,14.15,12.38,23.80,336.84
Deschutes,2013.00,2.00,Fuelwood,Lodgepole Pine,72.00,139.40,1640.00,22.63,11.76,125.52,241.40,8783.95
Deschutes,2013.00,2.00,Fuelwood,Softwood Other,0.00,0.00,0.00,0.00,0.00,145.86,280.50,24750.00
Deschutes,2013.00,2.00,Non-saw,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,1.16,2.32,4.64
Deschutes,2013.00,2.00,Non-saw,Softwood Other,182.00,350.00,700.00,3.85,2.00,387.01,829.56,487.39
Fremont-Winema,2013.00,2.00,Sawtimber,Douglas-fir,0.00,0.00,0.00,0.00,0.00,1.46,2.49,68.30
Fremont-Winema,2013.00,2.00,Sawtimber,Lodgepole Pine,0.00,0.00,0.00,0.00,0.00,374.76,753.07,19086.46
Fremont-Winema,2013.00,2.00,Sawtimber,Ponderosa Pine,0.00,0.00,0.00,0.00,0.00,2487.40,5040.22,57102.70
Fremont-Winema,2013.00,2.00,Sawtimber,White Fir,0.00,0.00,0.00,0.00,0.00,5268.99,10521.69,746598.49
Fremont-Winema,2013.00,2.00,Poles,Lodgepole Pine,23.00,44.30,228.20,9.91,5.15,10.94,21.04,105.20
Fremont-Winema,2013.00,2.00,Posts,Juniper,208.00,400.00,40.00,0.19,0.10,0.00,0.00,0.00
Fremont-Winema,2013.00,2.00,Posts,Lodgepole Pine,82.00,156.75,627.00,7.69,4.00,96.20,185.00,740.00
Fremont-Winema,2013.00,2.00,Fuelwood,Fuelwood,2834.00,5450.00,27630.00,9.75,5.07,1564.16,3008.00,15275.00
Fremont-Winema,2013.00,2.00,Non-saw,Softwood Other,0.00,0.00,0.00,0.00,0.00,2295.07,5228.00,3035.05
Gifford Pinchot,2013.00,2.00,Sawtimber,Douglas-fir,16804.00,31792.63,2748868.60,163.59,86.46,4345.09,8209.05,246957.21
Gifford Pinchot,2013.00,2.00,Sawtimber,Western Hemlock,0.00,0.00,0.00,0.00,0.00,178.28,335.42,1006.26
Gifford Pinchot,2013.00,2.00,Poles,Softwood Other,1.00,1.20,40.00,64.52,33.33,0.93,1.80,60.00
Gifford Pinchot,2013.00,2.00,Posts,Western Red Cedar,0.00,0.00,0.00,0.00,0.00,1.69,3.25,130.00
Gifford Pinchot,2013.00,2.00,Fuelwood,Douglas-fir,84.00,161.50,6300.59,75.02,39.01,61.88,119.00,6195.28
Gifford Pinchot,2013.00,2.00,Fuelwood,Fuelwood,1017.00,1955.85,11505.00,11.31,5.88,561.97,1080.69,6357.00
Malheur,2013.00,2.00,Sawtimber,Douglas-fir,1974.00,3747.00,130120.51,65.91,34.73,1761.32,3344.27,293785.34
Malheur,2013.00,2.00,Sawtimber,Lodgepole Pine,53.00,99.00,3145.02,59.34,31.77,60.33,113.71,3197.89
Malheur,2013.00,2.00,Sawtimber,Ponderosa Pine,6701.00,11805.95,430416.05,64.23,36.46,5199.11,9137.07,728616.39
Malheur,2013.00,2.00,Sawtimber,Pine,0.00,0.00,0.00,0.00,0.00,713.29,1371.38,163024.57
Malheur,2013.00,2.00,Sawtimber,White Fir,1026.00,1978.99,67379.94,65.70,34.05,2449.82,4717.04,268117.41
Malheur,2013.00,2.00,Poles,Lodgepole Pine,41.00,78.67,786.70,19.23,10.00,10.39,19.98,199.80
Malheur,2013.00,2.00,Posts,Lodgepole Pine,1.00,1.00,20.00,38.46,20.00,0.00,0.00,0.00
